president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Adults,YouGov,Economist,2/23/2025,2/25/2025,1604, A,0.4537103,0,,48,45,3,47.41605,46.67289,0.7431602,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_7jv80Av.pdf,2/25/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/22/2025,1/28/2025,1500, LV,0.1340271,0,TRUE,52,45,7,50.36165,45.55627,4.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,1/28/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Morning Consult,,2/21/2025,2/24/2025,2225, RV,0.594941,0,,50,47,3,49.5505,46.81258,2.737919,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/24/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/4/2025,2/10/2025,1500, LV,0.1093742,0,TRUE,53,45,8,51.36165,45.55627,5.805378,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/10/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,YouGov,,2/18/2025,2/20/2025,1137, A,0.3846857,0,,48,44,4,47.41605,45.67289,1.74316,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_First_Followup_poll_results.pdf,2/20/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Morning Consult,,2/7/2025,2/9/2025,2230, RV,0.5116224,0,,50,48,2,49.07719,49.28051,-0.2033195,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/9/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,2/20/2025,2/24/2025,1000, RV,0.8260709,0,,48,49,-1,48.24997,48.6256,-0.3756294,https://navigatorresearch.org/wp-content/uploads/2025/02/Navigator-Topline-F02.24.25.pdf,2/24/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Adults,YouGov,Economist,2/9/2025,2/11/2025,1595, A,0.473739,0,,46,48,-2,45.41605,49.67289,-4.25684,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Z51qCJt.pdf,2/11/2025,17:16:54 13 Apr 2025
Donald Trump (2nd term),All polls,Echelon Insights,NetChoice,2/18/2025,2/20/2025,1006, LV,1.051318,0,,48,49,-1,47.38212,49.27949,-1.897373,https://netchoice.org/new-poll-79-of-voters-think-us-tech-companies-are-key-to-american-global-leadership/,2/20/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/7/2025,3/13/2025,1500, LV,0.3156289,0,TRUE,52,47,5,50.09159,47.71701,2.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/13/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Emerson College,,2/15/2025,2/17/2025,1000, RV,1.271225,0,,47.8,42.2,5.599998,48.02009,44.29264,3.727448,https://emersoncollegepolling.com/february-2025-national-poll-trump-presidential-approval-at-48-musk-doge-job-approval-at-41/,2/17/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,Cygnal,,2/4/2025,2/5/2025,1500, LV,1.657212,0,,49.8,47.5,2.299999,49.49913,47.00554,2.493591,https://www.cygn.al/poll-trump-winning-over-black-men-dei-skeptics-and-border-hawks-as-democrats-lose-ground/,2/5/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Research Co.,,1/22/2025,1/24/2025,1001, A,0.9517465,0,,50,46,4,50.13326,45.35553,4.777729,https://researchco.ca/2025/01/27/immigration-usa/,1/24/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),Voters,Quinnipiac University,,2/13/2025,2/17/2025,1039, RV,1.236978,0,,45,49,-4,47.03617,48.24505,-1.208878,https://poll.qu.edu/poll-release?releaseid=3919,2/17/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),Voters,McLaughlin & Associates,,1/22/2025,1/27/2025,1000, LV,0.6904767,0,,52,43,9,51.08619,43.18601,7.900181,https://mclaughlinonline.com/pols/wp-content/uploads/2025/01/National-January-Presentation-RELEASE-01-28-25.pdf,1/27/2025,17:16:52 13 Apr 2025
Donald Trump (2nd term),All polls,John Zogby Strategies,,2/28/2025,3/1/2025,1001, V,0.9844407,0,,47.7,47.5,0.2000008,47.71593,47.7481,-0.0321693,https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,3/1/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/5/2025,2/11/2025,1500, LV,0.1082117,0,TRUE,53,45,8,51.09159,45.71701,5.37458,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term ,2/11/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,SurveyUSA,,2/13/2025,2/16/2025,2000, A,1.824873,0,,51,45,6,50.21901,45.73315,4.485859,https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,2/16/2025,17:16:51 13 Apr 2025
Donald Trump (2nd term),All polls,AtlasIntel,,1/21/2025,1/23/2025,1882, A,1.910964,0,,50.1,49.7,0.3999977,49.83307,48.17278,1.66029,https://cdn.atlasintel.org/ed3f5238-e823-495e-a877-628217de9e68.pdf,1/23/2025,17:16:51 13 Apr 2025
