name,team,nationality_1,jersey_number,position_1,position_2,archetype,height_ft,weight_lb,wingspan_ft,season_salary,years_in_the_nba,birthdate,rating_overall,rating_close_shot,rating_mid_range_shot,rating_three_point_shot,rating_free_throw,rating_shot_iq,rating_speed,rating_agility,rating_strength,rating_stamina,rating_overall_durability,rating_pass_accuracy,rating_ball_handle,rating_pass_iq,rating_group_defense,rating_interior_defense,rating_perimeter_defense,rating_steal,rating_block,rating_offensive_rebound,rating_defensive_rebound,age,points,games_played,games_started,minutes_played,field_goals,field_goal_attempts,field_goal_percentage,three_pointers,three_point_attempts,three_point_percentage,two_pointers,two_point_attempts,two_point_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls
Jordan Hawkins,New Orleans Pelicans,United States,24,SG,PG,3PT Shot Creator,"6'5""",190,"6'7""",4525680,2,2002-04-29,73,80,73,83,87,80,70,72,48,89,80,72,75,75,52,45,65,35,40,38,53,21,7.8,67,10,17.3,2.6,6.8,0.382,1.6,4.4,0.366,1,2.4,0.411,0.501,1,1.2,0.838,0.4,1.8,2.2,1,0.3,0.1,0.6,1.1
Jordan McLaughlin,Sacramento Kings,United States,3,PG,NA,3-Level Scoring Threat,"6'0""",185,"6'5""",2087519,7,1996-04-09,74,73,74,84,75,95,72,74,52,80,83,83,84,80,60,25,73,86,50,41,48,27,3.5,56,0,11.2,1.3,2.6,0.483,0.8,1.6,0.472,0.5,1,0.5,0.628,0.2,0.3,0.722,0.3,1,1.3,2,0.6,0.1,0.3,0.6
Jordan Miller,Los Angeles Clippers,United States,11,SF,SG,Interior Threat,"6'5""",194,"7'0""",NA,2,2000-01-23,68,67,70,72,74,50,84,78,52,85,80,60,69,62,55,54,65,57,67,37,42,24,1.6,8,0,3.5,0.6,1.1,0.556,0.1,0.3,0.5,0.5,0.9,0.571,0.611,0.3,0.3,1,0.4,0.3,0.6,0,0,0,0.1,0.3
Jordan Poole,Washington Wizards,United States,13,PG,SG,3-Level Slasher,"6'4""",194,"6'7""",29651786,6,1999-06-19,79,81,78,80,86,65,81,81,61,80,80,83,89,82,51,47,65,49,47,32,46,24,17.4,78,66,30.1,6.3,15.2,0.413,2.4,7.2,0.326,3.9,8,0.492,0.491,2.5,2.8,0.877,0.4,2.3,2.7,4.4,1.1,0.3,2.4,3.1
Jordan Walsh,Boston Celtics,United States,27,PF,SF,Interior Threat,"6'7""",205,"7'2""",1891857,2,2004-03-03,70,67,65,68,71,50,77,77,54,89,80,63,68,62,67,63,75,62,54,44,47,19,1.7,9,1,9.2,0.7,1.7,0.4,0.2,1,0.222,0.4,0.7,0.667,0.467,0.1,0.2,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.2
Jose Alvarado,New Orleans Pelicans,Puerto Rico,15,PG,SG,Defensive Menace,"6'0""",179,"6'1""",1988598,4,1998-04-12,76,79,73,81,60,75,76,86,42,80,80,75,73,68,73,31,85,90,53,38,52,25,7.1,56,0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.525,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6
Josh Christopher,Miami Heat,United States,8,SG,PG,Inside the Arc Shot Creator,"6'4""",215,"6'9""",NA,4,2001-12-08,70,90,75,70,75,60,84,84,55,88,80,68,75,62,58,49,67,59,58,38,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Giddey,Chicago Bulls,Australia,3,SG,PG,3-Level Scoring Combo Guard,"6'8""",216,"6'8""",8352367,4,2002-10-10,79,85,85,77,78,45,79,79,60,88,80,96,89,95,60,50,69,40,60,57,80,21,12.3,80,80,25.1,5,10.6,0.475,1,3,0.337,4,7.6,0.53,0.523,1.3,1.6,0.806,1.4,5,6.4,4.8,0.6,0.6,2.1,1.4
Josh Green,Charlotte Hornets,Australia,10,SF,SG,3-Level Scoring Threat,"6'7""",200,"6'10""",12654321,5,2000-11-16,76,69,77,82,62,50,86,86,60,89,83,70,70,70,61,35,79,43,37,39,51,23,8.2,57,33,26.4,3.1,6.6,0.479,1.3,3.3,0.385,1.9,3.3,0.572,0.575,0.7,1,0.684,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9
Josh Hart,New York Knicks,United States,3,PF,SF,2-Way Inside-Out Shot Creator,"6'4""",215,"6'8""",18144000,8,1995-03-06,82,74,72,79,75,65,81,86,64,99,82,73,79,80,71,78,86,42,45,80,84,28,9.4,81,42,33.4,3.6,8.4,0.434,1,3.2,0.31,2.7,5.2,0.511,0.493,1.1,1.4,0.791,1.6,6.8,8.3,4.1,0.9,0.3,1.5,2.1
Josh Minott,Minnesota Timberwolves,United States,8,SF,PF,Interior Threat,"6'8""",205,"7'0""",2019699,3,2002-11-25,70,74,65,74,75,50,72,72,62,80,80,62,63,60,62,48,63,63,74,66,69,21,1.6,32,0,2.8,0.5,1.1,0.472,0.1,0.3,0.4,0.4,0.8,0.5,0.528,0.4,0.4,0.857,0.1,0.4,0.5,0.3,0.2,0.2,0.1,0.3
Josh Okogie,Phoenix Suns,Nigeria,2,SF,SG,Wing Stopper,"6'4""",213,"7'0""",8250000,7,1998-09-01,74,84,78,73,77,80,89,89,46,80,82,69,76,62,73,50,81,76,62,67,48,25,4.6,60,11,16,1.4,3.4,0.417,0.5,1.6,0.309,1,1.9,0.509,0.488,1.3,1.7,0.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1
Josh Richardson,Miami Heat,United States,0,PG,SG,Defensive Menace,"6'5""",200,"6'10""",3051153,10,1993-09-15,75,94,82,78,90,70,80,81,57,95,83,69,78,68,68,69,81,38,51,34,52,30,9.9,43,6,25.7,3.6,8.1,0.444,1.5,4.4,0.347,2,3.7,0.561,0.539,1.2,1.3,0.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8
Jrue Holiday,Boston Celtics,United States,4,PG,SG,2-Way Inside-Out ISO Creator,"6'5""",205,"6'7""",30000000,16,1990-06-12,87,96,71,86,83,80,79,96,49,90,80,84,86,85,83,66,95,81,61,46,58,33,12.5,69,69,32.8,4.8,10,0.48,2,4.7,0.429,2.8,5.3,0.526,0.581,0.9,1,0.833,1.2,4.2,5.4,4.8,0.9,0.8,1.8,1.6
J.T. Thor,Cleveland Cavaliers,South Sudan,13,PF,SF,Stretch Four,"6'9""",203,"7'3""",NA,4,2002-08-26,71,76,72,78,70,45,84,84,50,85,80,65,60,66,58,65,63,33,72,55,64,21,3.2,63,3,12.4,1.3,2.9,0.437,0.4,1.3,0.346,0.8,1.6,0.51,0.514,0.2,0.3,0.55,0.7,1.6,2.3,0.5,0.2,0.4,0.2,1
Julian Champagnie,San Antonio Spurs,United States,30,SF,SG,3 & D Threat,"6'7""",217,"6'10""",3000000,3,2001-06-29,73,65,74,80,78,75,69,69,37,85,80,66,68,64,55,45,67,46,63,40,55,22,6.8,74,59,19.8,2.2,5.4,0.408,1.4,3.7,0.365,0.9,1.7,0.504,0.534,1,1.2,0.815,0.6,2.2,2.8,1.4,0.6,0.6,0.8,1
Julian Phillips,Chicago Bulls,United States,15,SF,PF,Perimeter Defender,"6'8""",198,"7'0""",1891857,2,2003-11-05,70,67,68,74,82,70,73,78,40,85,80,60,66,57,57,50,68,28,72,45,46,20,2.2,40,0,8.1,0.8,1.9,0.416,0.3,1,0.316,0.5,1,0.513,0.494,0.3,0.5,0.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1
Julian Strawther,Denver Nuggets,Puerto Rico,3,SG,SF,Perimeter Shot Creator,"6'6""",205,"6'9""",2552520,2,2002-04-18,73,85,74,75,75,80,63,70,53,90,80,64,74,65,56,44,65,49,51,30,51,21,4.5,50,0,10.9,1.6,4.4,0.369,0.8,2.8,0.297,0.8,1.7,0.488,0.462,0.4,0.6,0.71,0.1,1.1,1.2,0.9,0.3,0.1,0.5,1.1
Julius Randle,Minnesota Timberwolves,United States,30,PF,C,Inside the Arc Shot Creator,"6'8""",250,"7'0""",28939680,11,1994-11-29,85,89,85,73,74,65,73,76,87,95,84,74,80,84,61,77,73,35,42,58,81,29,24,46,46,35.4,8.6,18.2,0.472,1.7,5.3,0.311,6.9,12.9,0.539,0.518,5.1,6.6,0.781,2.2,7,9.2,5,0.5,0.3,3.5,2.7
Justin Champagnie,Washington Wizards,United States,9,SF,SG,Rebounder,"6'6""",206,"6'10""",NA,4,2001-06-29,71,70,67,72,71,75,73,73,40,80,80,62,65,62,54,49,52,59,71,66,65,22,5.9,15,1,15.7,2.1,5.2,0.41,0.9,3,0.289,1.3,2.2,0.576,0.494,0.8,1,0.8,1.3,2.3,3.5,1.3,0.7,0.6,0.7,0.9
Justin Minaya,Portland Trail Blazers,United States,10,SG,SF,Perimeter Defender,"6'5""",210,"6'9""",NA,3,1999-03-26,69,55,70,71,50,65,70,71,55,85,81,65,70,65,60,62,69,40,63,65,45,24,1.8,34,1,11.2,0.6,2.2,0.297,0.4,1.4,0.245,0.3,0.7,0.4,0.378,0.1,0.3,0.556,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1
Jusuf Nurkic,Phoenix Suns,Bosnia & Herzegovina,20,C,NA,2-Way Inside-The-Arc Threat,"7'0""",290,"7'2""",18125000,11,1994-08-23,80,88,88,62,72,70,51,49,90,86,72,60,40,82,66,78,45,56,73,84,93,29,10.9,76,76,27.3,4.2,8.3,0.51,0.3,1.2,0.244,3.9,7.1,0.555,0.528,2.2,3.4,0.64,2.9,8.1,11,4,1.1,1.1,2.3,3.3
Kai Jones,Los Angeles Clippers,Bahamas,23,C,PF,2-Way Interior Threat,"6'11""",221,"7'2""",2087519,4,2001-01-19,69,68,69,69,73,60,66,66,65,84,80,38,35,48,67,78,47,43,83,60,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karl-Anthony Towns,New York Knicks,Dominican Republic,32,PF,C,Inside-Out Scorer,"7'0""",248,"7'4""",49205800,10,1995-11-15,88,93,85,87,90,75,76,76,87,98,82,60,65,79,57,69,50,37,56,52,82,28,21.8,62,62,32.7,7.7,15.3,0.504,2.2,5.3,0.416,5.5,10.1,0.55,0.575,4.1,4.7,0.873,1.5,6.8,8.3,3,0.7,0.7,2.9,3.3
Karlo Matkovic,New Orleans Pelicans,Bosnia & Herzegovina,13,PF,C,Rebounder,"6'10""",231,"7'2""",NA,3,2001-03-30,71,72,69,68,68,70,56,51,62,80,80,50,55,52,58,60,41,66,74,65,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawhi Leonard,Los Angeles Clippers,United States,2,PF,SF,2-Way Scoring Phenom,"6'7""",225,"7'3""",49205800,14,1991-06-29,92,97,90,85,87,80,84,90,79,87,82,79,86,82,83,81,90,80,62,46,65,32,23.7,68,68,34.3,9,17.1,0.525,2.1,4.9,0.417,6.9,12.1,0.569,0.585,3.7,4.2,0.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4
Keaton Wallace,Atlanta Hawks,United States,20,SG,PG,3 & D Threat,"6'3""",195,"6'7""",NA,4,1999-02-26,67,62,68,79,75,50,80,79,49,88,84,70,72,65,62,44,70,70,45,34,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keegan Murray,Sacramento Kings,United States,13,PF,SF,3-Level Scoring Threat,"6'8""",225,"6'11""",8809560,3,2000-08-19,80,95,83,83,85,60,76,79,60,85,80,65,70,66,66,68,78,43,61,47,61,23,15.2,77,77,33.6,5.8,12.7,0.454,2.4,6.6,0.358,3.4,6,0.56,0.548,1.3,1.6,0.831,1.4,4.1,5.5,1.7,1,0.8,0.8,2.7
Keita Bates-Diop,Minnesota Timberwolves,United States,31,PF,SF,Mid-Range Scoring Threat,"6'8""",229,"7'3""",2654644,7,1996-01-23,72,76,74,73,72,70,77,77,60,80,76,58,66,56,57,63,63,53,68,55,57,28,3.7,53,8,12.5,1.4,3.1,0.434,0.4,1.3,0.304,1,1.8,0.526,0.497,0.6,0.8,0.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7
Keldon Johnson,San Antonio Spurs,United States,0,SF,PF,Shot-Creating 3-Level Threat,"6'5""",220,"6'9""",19000000,6,1999-10-11,79,89,83,78,77,50,76,78,70,90,80,74,79,74,60,67,73,40,45,50,63,24,15.7,69,27,29.5,5.7,12.5,0.454,1.8,5.3,0.346,3.8,7.2,0.533,0.527,2.5,3.2,0.792,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2
Kel'el Ware,Miami Heat,United States,7,C,PF,Inside-Out Scoring Threat,"7'0""",230,"7'4""",4655040,1,2004-04-20,70,70,71,75,63,50,66,68,59,89,80,37,52,52,50,56,37,38,68,69,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kelly Olynyk,Toronto Raptors,Canada,41,C,PF,3-Level Scoring Threat,"6'11""",240,"6'10""",12804878,12,1991-04-19,79,97,85,82,90,75,31,35,70,89,82,60,42,66,59,70,50,59,55,58,73,32,9.8,78,27,22.6,3.5,6.4,0.555,0.8,2,0.387,2.8,4.4,0.632,0.616,1.9,2.3,0.833,1.4,3.9,5.3,4.4,0.9,0.4,1.9,2.9
Kelly Oubre Jr.,Philadelphia 76ers,United States,9,SF,SG,Rim Attacker,"6'7""",203,"7'2""",7983000,10,1995-12-09,79,74,65,74,76,75,72,82,58,90,84,73,74,75,62,49,74,53,61,50,60,28,15.4,68,52,30.2,5.7,12.9,0.441,1.5,4.8,0.311,4.2,8.1,0.517,0.498,2.6,3.4,0.75,1.4,3.6,5,1.5,1.1,0.7,1.3,2.9
Kendall Brown,Indiana Pacers,United States,10,SF,SG,Perimeter Defender,"6'7""",205,"6'11""",2120693,3,2003-05-11,69,70,68,73,69,80,74,74,44,85,80,70,71,69,61,59,68,55,52,39,47,20,1.4,15,0,4.2,0.5,1,0.533,0,0.1,0,0.5,0.9,0.615,0.533,0.3,0.5,0.625,0.2,0.1,0.3,0.3,0,0,0.1,0.6
Kenneth Lofton Jr.,Chicago Bulls,United States,34,C,NA,Inside the Arc Threat,"6'6""",275,"6'11""",NA,3,2002-08-14,73,87,76,71,59,70,64,64,82,85,80,60,62,64,51,57,38,43,62,67,62,21,4.6,21,0,9.5,1.7,3.7,0.462,0.3,1.1,0.292,1.4,2.6,0.537,0.506,0.8,1.2,0.654,0.6,1.2,1.8,1.6,0.3,0.2,0.7,1.1
Kenrich Williams,Oklahoma City Thunder,United States,34,PF,C,Stretch Four,"6'6""",210,"6'7""",6669000,7,1994-12-02,73,81,65,82,44,75,66,75,63,80,80,69,69,69,66,68,75,53,45,59,64,29,4.7,69,1,14.9,1.9,4.1,0.468,0.8,2,0.397,1.1,2,0.54,0.568,0.1,0.2,0.5,0.9,2.1,3,1.3,0.6,0.1,0.5,1.5
Kentavious Caldwell-Pope,Orlando Magic,United States,3,SG,SF,2-Way Sharpshooter,"6'5""",204,"6'8""",22757000,12,1993-02-18,78,86,94,87,90,50,85,84,60,92,84,75,75,82,71,45,87,59,55,32,41,30,10.1,76,76,31.6,3.6,7.7,0.46,1.6,4.1,0.406,1.9,3.7,0.52,0.566,1.3,1.5,0.894,0.4,2,2.4,2.4,1.3,0.6,1,2
Kenyon Martin Jr.,Philadelphia 76ers,United States,1,PF,SF,Rim Protector,"6'6""",215,"6'7""",7975000,5,2001-01-06,74,87,68,70,68,50,83,83,62,80,81,64,76,64,55,54,67,43,55,55,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keon Ellis,Sacramento Kings,United States,23,SG,PG,3 & D Two Guard,"6'3""",175,"6'9""",2120693,3,2000-01-08,77,87,74,83,74,70,81,84,48,85,80,64,74,65,76,58,84,83,67,42,52,24,5.4,57,21,17.2,1.9,4.1,0.461,1.2,2.9,0.417,0.6,1.1,0.578,0.612,0.5,0.6,0.743,0.6,1.6,2.2,1.5,0.9,0.5,0.6,2
Keon Johnson,Brooklyn Nets,United States,45,SG,SF,Inside-Out Threat,"6'3""",185,"6'7""",NA,4,1995-09-29,69,60,68,78,66,60,93,84,40,88,80,75,72,70,62,45,70,66,52,40,47,21,6.2,5,0,12.2,1.6,4.2,0.381,0.8,2,0.4,0.8,2.2,0.364,0.476,2.2,2.4,0.917,0.6,0.8,1.4,0.6,0.6,0.2,1,1
Kessler Edwards,Dallas Mavericks,United States,20,SF,PF,3 & D Threat,"6'7""",203,"6'11""",NA,4,2000-08-09,69,64,72,82,80,40,72,74,77,80,80,50,64,64,64,59,75,36,56,42,60,23,1.7,54,0,5.1,0.6,1.5,0.415,0.4,1,0.385,0.3,0.6,0.467,0.537,0.1,0.2,0.556,0.2,0.6,0.8,0.3,0.2,0.1,0.1,0.5
Kevin Durant,Phoenix Suns,United States,35,PF,SF,2-Way Scoring Phenom,"6'11""",240,"7'5""",51179021,18,1988-09-29,94,97,97,92,87,78,80,84,63,94,88,78,92,88,73,75,84,40,68,33,69,35,27.1,75,75,37.2,10,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,6.6,5,0.9,1.2,3.3,1.8
Kevin Huerter,Sacramento Kings,United States,9,SG,SF,Inside-Out Shot Creator,"6'7""",198,"6'8""",16830357,7,1998-08-27,75,95,69,81,76,60,84,78,50,85,83,74,79,76,56,44,64,42,52,38,60,25,10.2,64,59,24.4,3.9,8.8,0.443,1.9,5.3,0.361,2,3.4,0.571,0.553,0.6,0.7,0.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1
Kevin Knox II,Golden State Warriors,United States,6,PF,SF,Skilled Stretch,"6'7""",215,"7'0""",NA,7,1999-08-11,72,88,61,79,77,70,75,75,70,90,82,59,75,60,56,57,69,40,52,40,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Love,Miami Heat,United States,42,C,PF,Inside-Out Board Hunter,"6'8""",245,"6'11""",3850000,17,1988-09-07,76,95,73,80,82,50,66,54,82,70,77,65,52,77,56,69,50,37,51,61,95,35,8.8,55,5,16.8,2.9,6.5,0.44,1.5,4.4,0.344,1.3,2.1,0.643,0.557,1.5,2,0.787,1.1,5.1,6.1,2.1,0.3,0.2,0.9,1.8
Kevin McCullar,New York Knicks,United States,9,SG,SF,Perimeter Defender,"6'7""",212,"6'11""",NA,1,2001-03-15,69,76,75,74,79,50,75,82,55,90,80,68,66,67,62,52,72,56,63,44,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Porter Jr.,Los Angeles Clippers,United States,77,PG,SG,Balanced Point,"6'4""",203,"6'9""",3237691,6,2000-05-04,76,84,85,80,78,55,85,75,52,88,80,82,82,82,54,44,69,59,45,45,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevon Harris,Atlanta Hawks,United States,8,SF,SG,Catch & Shoot Threat,"6'5""",216,"6'9""",NA,5,1997-06-24,68,75,72,81,76,40,71,71,58,85,80,64,69,65,54,60,62,53,51,59,51,26,2,2,0,3,1,1.5,0.667,0,0,0,1,1.5,0.667,0.667,0,0,0,0,1,1,0.5,0,0,0.5,1.5
Kevon Looney,Golden State Warriors,United States,5,C,NA,Board-Hunting Lob Threat,"6'9""",222,"7'4""",8000000,10,1996-02-06,76,97,68,69,69,50,58,69,74,85,84,55,61,66,60,72,46,38,62,85,85,27,4.5,74,36,16.1,1.9,3.1,0.597,0,0,0,1.9,3.1,0.599,0.597,0.8,1.1,0.675,1.9,3.7,5.7,1.8,0.4,0.4,0.7,2.1
Keyontae Johnson,Charlotte Hornets,United States,18,SF,SG,Catch & Shoot Threat,"6'4""",230,"6'11""",NA,2,2000-05-24,68,76,68,76,71,50,81,78,60,85,80,52,64,58,54,52,62,48,50,59,69,23,1.2,9,0,7.3,0.6,1.8,0.313,0.1,0.3,0.333,0.4,1.4,0.308,0.344,0,0,0,0.4,0.7,1.1,0.4,0.1,0,0.4,0.6
Keyonte George,Utah Jazz,United States,3,PG,SG,Playmaking Inside-Out Threat,"6'4""",185,"6'5""",4084200,2,2003-11-08,78,86,72,79,82,75,79,78,55,84,80,85,87,85,47,34,65,36,32,29,51,20,13,75,44,27,4.3,10.9,0.391,2,5.9,0.334,2.3,5,0.459,0.482,2.5,3,0.848,0.2,2.6,2.8,4.4,0.5,0.1,2.5,1.2
Khris Middleton,Milwaukee Bucks,United States,22,SF,PF,2-Way 3-Level Shot Creator,"6'7""",222,"6'11""",31666667,13,1991-08-12,85,94,97,82,82,60,71,84,73,92,90,78,77,78,70,72,84,46,47,40,65,32,15.1,55,55,27,5.8,11.7,0.493,1.7,4.5,0.381,4.1,7.2,0.563,0.566,1.8,2.2,0.833,0.7,3.9,4.7,5.3,0.9,0.3,2.3,2.6
Killian Hayes,Brooklyn Nets,France,8,PG,SG,Steady Playmaker,"6'5""",195,"6'8""",NA,5,2001-07-27,74,89,79,73,70,70,79,79,56,89,83,82,83,84,63,49,73,59,56,31,55,22,6.9,42,31,24,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8
Kira Lewis Jr.,Washington Wizards,United States,2,PG,NA,Steady Playmaker,"6'1""",170,"6'5""",NA,5,2001-04-06,71,88,66,60,86,65,89,89,49,85,84,75,86,75,52,34,67,49,42,43,42,22,3.2,28,0,9.5,1.2,3.3,0.37,0.1,1.2,0.121,1.1,2.1,0.508,0.391,0.6,0.7,0.85,0.3,0.6,0.9,1.3,0.3,0.1,0.5,0.5
KJ Simpson,Charlotte Hornets,United States,25,PG,NA,Perimeter Shot Creator,"6'2""",187,"6'6""",NA,1,2002-08-08,70,76,79,78,85,60,76,83,52,85,80,78,87,78,54,42,64,60,56,37,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klay Thompson,Dallas Mavericks,United States,31,SG,SF,2-Way Catch & Shoot Ace,"6'6""",220,"6'9""",15873016,14,1990-02-08,81,93,90,89,91,70,71,80,62,91,94,67,70,67,69,70,80,38,53,33,50,33,17.9,77,63,29.7,6.4,14.7,0.432,3.5,9,0.387,2.9,5.7,0.503,0.551,1.6,1.8,0.927,0.5,2.8,3.3,2.3,0.6,0.5,1.5,1.6
Kobe Brown,Los Angeles Clippers,United States,21,PF,SF,Promising Prospect,"6'7""",250,"7'1""",2533920,2,2000-01-01,70,80,72,72,79,50,60,62,74,88,80,62,60,64,55,62,62,43,53,54,53,24,2,44,0,9,0.8,2,0.411,0.3,1.1,0.292,0.5,1,0.548,0.489,0,0,0.5,0.5,1,1.4,0.6,0.3,0.1,0.2,1.1
Kobe Bufkin,Atlanta Hawks,United States,4,PG,SG,Inside the Arc Shot Creator,"6'5""",195,"6'8""",4299000,2,2003-09-21,72,80,79,70,83,60,86,86,40,95,80,72,87,73,50,48,64,49,42,41,49,20,4.8,17,0,11.5,2,5.4,0.37,0.5,2.4,0.225,1.5,3.1,0.481,0.418,0.2,0.5,0.5,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2
Kris Dunn,Los Angeles Clippers,United States,18,SG,SF,2-Way Perimeter Shot Creator,"6'3""",205,"6'10""",NA,9,1994-03-18,75,93,79,80,77,50,83,83,56,85,84,75,86,84,73,40,83,80,60,47,55,29,5.4,66,32,18.9,2.2,4.7,0.47,0.6,1.7,0.369,1.6,3.1,0.525,0.535,0.3,0.5,0.688,0.8,2.1,2.9,3.8,1,0.4,1.2,2
Kris Murray,Portland Trail Blazers,United States,24,SF,PF,Perimeter Defender,"6'8""",220,"7'0""",2990040,2,2000-08-19,73,75,70,72,73,75,68,73,60,90,80,60,69,60,59,60,66,56,53,58,56,23,6.1,62,29,21.7,2.3,5.9,0.396,0.8,3,0.268,1.5,3,0.525,0.463,0.6,0.9,0.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5
Kristaps Porzingis,Boston Celtics,Latvia,8,C,PF,2-Way 3-Level Scoring Threat,"7'2""",240,"7'6""",29268293,10,1995-08-02,87,97,92,81,83,80,66,65,74,94,77,50,68,40,67,78,56,40,87,57,73,28,20.1,57,57,29.6,6.8,13.2,0.516,1.9,5.1,0.375,4.9,8.1,0.606,0.589,4.5,5.3,0.858,1.7,5.5,7.2,2,0.7,1.9,1.6,2.7
Kyle Anderson,Golden State Warriors,United States,1,PF,SF,Mid-Range Shot Creator,"6'9""",230,"7'3""",8780488,11,1993-09-20,76,88,86,60,69,60,66,80,62,85,83,78,81,79,70,60,79,59,62,45,58,30,6.4,79,10,22.6,2.5,5.5,0.46,0.1,0.6,0.229,2.4,4.9,0.488,0.472,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6
Kyle Filipowski,Utah Jazz,United States,22,C,PF,Promising Prospect,"7'0""",248,"7'4""",NA,1,2003-11-07,70,72,70,73,68,50,77,57,62,85,80,60,69,60,56,60,55,47,62,57,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Kuzma,Washington Wizards,United States,33,PF,C,Inside-Out Small Ball Four,"6'9""",221,"7'0""",23522727,8,1995-07-24,83,88,69,80,76,80,74,74,74,85,83,66,77,78,57,66,67,35,57,38,74,28,22.2,70,70,32.6,8.7,18.8,0.463,2.2,6.4,0.336,6.5,12.3,0.53,0.521,2.7,3.4,0.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2
Kyle Lowry,Philadelphia 76ers,United States,7,PG,SG,3 & D Point,"6'0""",196,"6'2""",2087519,19,1986-03-25,76,90,85,83,83,70,84,84,67,96,79,75,79,80,69,60,80,55,51,36,52,37,8.1,60,55,28.2,2.7,6.3,0.432,1.6,4.2,0.392,1.1,2.1,0.512,0.562,1.1,1.3,0.84,0.6,2.7,3.2,4.2,1,0.4,1.4,2.4
Kyrie Irving,Dallas Mavericks,United States,11,SG,PG,Offensive Architect,"6'2""",195,"6'4""",41000000,14,1992-03-23,92,97,98,87,90,88,85,85,37,97,80,88,99,89,61,32,73,49,51,36,58,31,25.6,58,58,35,9.7,19.5,0.497,3,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.905,0.8,4.2,5,5.2,1.3,0.5,1.8,1.9
KyShawn George,Washington Wizards,Switzerland,18,SF,PF,Perimeter Shot Creator,"6'8""",196,"7'0""",2825520,1,2003-12-12,70,72,78,80,77,50,64,69,60,90,80,66,74,66,57,58,66,53,35,34,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
